LAKE CHELAN SCHOOL DISTRICT,Washington,WA ,5301200,    ,6,6,Chelan County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,1454,88.13,16.5
LAKE CITY AREA SCHOOL DISTRICT,Michigan,MI ,2620610,    ,3,3,Missaukee County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,12th Grade,1216,67.63,17.98
LAKE CITY PUBLIC SCHOOL DISTRICT,Minnesota,MN ,2717520,    ,2,2,Wabasha County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1207,86.53,13.95
LAKE CO HIGH SCHOOLS TECH CAMPUS,Illinois,IL ,1700280,    ,0,†,Lake County,4-Regional Education Service Agency (RESA),21-Suburb: Large,11th Grade,12th Grade,0,38.34,0
LAKE COMO,New Jersey,NJ ,3415150,    ,0,†,Monmouth County,8-Other education agencies,21-Suburb: Large,–,–,†,†,†
LAKE COUNTRY SCHOOL DISTRICT,Wisconsin,WI ,5500013,    ,1,1,Waukesha County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,8th Grade,533,36.15,14.74
LAKE COUNTY,Tennessee,TN ,4702280,    ,3,3,Lake County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,747,56.6,13.2
LAKE COUNTY AREA VOC SYSTEM,Illinois,IL ,1700281,    ,0,†,Lake County,4-Regional Education Service Agency (RESA),21-Suburb: Large,9th Grade,12th Grade,0,0,†
LAKE COUNTY ESC,Ohio,OH ,3904786,    ,0,†,Lake County,4-Regional Education Service Agency (RESA),21-Suburb: Large,Prekindergarten,Prekindergarten,0,10.5,0
LAKE COUNTY INTERNATIONAL CHARTER DISTRICT,CALIFORNIA,CA ,601559,    ,1,1,Lake County,7-Independent Charter District,42-Rural: Distant,Kindergarten,8th Grade,75,0,†
LAKE COUNTY OFFICE OF EDUCATION,California,CA ,691014,    ,3,3,Lake County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Kindergarten,12th Grade,39,0,†
LAKE COUNTY ROP,California,CA ,600078,    ,1,1,Lake County,9-Specialized public school district,32-Town: Distant,9th Grade,12th Grade,0,0,†
LAKE COUNTY SCHOOL DISTRICT NO. R-1,Colorado,CO ,805190,    ,5,5,Lake County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,1102,61.08,18.04
LAKE COUNTY SD 7,Oregon,OR ,4107280,    ,4,4,Lake County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,732,49.32,14.84
LAKE CRYSTAL-WELLCOME MEMORIAL,Minnesota,MN ,2791445,    ,4,4,Blue Earth County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,954,70.89,13.46
LAKE DALLAS ISD,Texas,TX ,4826430,    ,6,6,Denton County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,3986,296.41,13.45
LAKE ELEMENTARY,California,CA ,620610,    ,1,1,Glenn County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,12th Grade,183,0,†
LAKE ELSINORE UNIFIED,California,CA ,600027,    ,25,25,Riverside County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,21065,0,†
LAKE ERIE COLLEGE PREPARATORY SCHOOL,Ohio,OH ,3901499,    ,1,1,Cuyahoga County,7-Independent Charter District,11-City: Large,Kindergarten,8th Grade,261,14,18.64
LAKE ERIE INTERNATIONAL HIGH SCHOOL,Ohio,OH ,3900277,    ,1,1,Cuyahoga County,7-Independent Charter District,11-City: Large,9th Grade,12th Grade,232,5,46.4
LAKE ESD,Oregon,OR ,4100031,    ,0,†,Lake County,4-Regional Education Service Agency (RESA),33-Town: Remote,Prekindergarten,12th Grade,0,0,†
LAKE FENTON COMMUNITY SCHOOLS,Michigan,MI ,2620670,    ,4,4,Genesee County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,2107,108.43,19.43
LAKE FOREST CHSD 115,Illinois,IL ,1721780,    ,1,1,Lake County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,9th Grade,12th Grade,1537,127.6,12.05
LAKE FOREST ELEMENTARY CHARTER SCHOOL,LOUISIANA,LA ,2200282,    ,1,1,Orleans Parish,7-Independent Charter District,11-City: Large,Prekindergarten,8th Grade,660,42.83,15.41
LAKE FOREST SCHOOL DISTRICT,Delaware,DE ,1000790,    ,7,7,Kent County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,3721,254,14.65
LAKE FOREST SD 67,Illinois,IL ,1721750,    ,5,5,Lake County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,8th Grade,1673,155.76,10.74
LAKE GENEVA J1 SCHOOL DISTRICT,Wisconsin,WI ,5507620,    ,5,5,Walworth County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,8th Grade,1959,141.15,13.88
LAKE GENEVA-GENOA CITY UHS SCHOOL DISTRICT,Wisconsin,WI ,5507650,    ,2,2,Walworth County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,9th Grade,12th Grade,1355,94,14.41
LAKE GEORGE CENTRAL SCHOOL DISTRICT,New York,NY ,3616470,    ,2,2,Warren County,1-Regular local school district that is NOT a component of a supervisory union,23-Suburb: Small,Kindergarten,12th Grade,727,82,8.87
LAKE GRANBURY ACADEMY CHARTER SCHOOL,TEXAS,TX ,4801464,    ,1,1,Hood County,7-Independent Charter District,41-Rural: Fringe,6th Grade,12th Grade,87,4.95,17.58
LAKE HAMILTON SCHOOL DISTRICT,Arkansas,AR ,508610,    ,6,6,Garland County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,4467,263.36,16.96
LAKE HAVASU UNIFIED DISTRICT (4368),Arizona,AZ ,404280,    ,9,10,Mohave County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,5504,254.33,21.64
LAKE HOLCOMBE SCHOOL DISTRICT,Wisconsin,WI ,5507680,    ,2,2,Chippewa County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,310,25.51,12.15
LAKE LINDEN-HUBBELL SCHOOL DISTRICT,Michigan,MI ,2620700,    ,1,1,Houghton County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Kindergarten,12th Grade,393,27.54,14.27
LAKE LOCAL,Ohio,OH ,3905069,    ,3,3,Wood County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,1649,92.08,17.91
LAKE LOCAL,Ohio,OH ,3904986,    ,3,3,Stark County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,3419,188.07,18.18
LAKE LURE CLASSICAL ACADEMY,North Carolina,NC ,3700318,    ,1,1,Rutherford County,7-Independent Charter District,42-Rural: Distant,Kindergarten,12th Grade,518,24.89,20.81
LAKE MILLS AREA SCHOOL DISTRICT,Wisconsin,WI ,5507710,    ,4,4,Jefferson County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1615,104.72,15.42
LAKE MILLS COMM SCHOOL DISTRICT,Iowa,IA ,1916110,    ,3,3,Winnebago County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,700,52.4,13.36
LAKE NORMAN CHARTER,North Carolina,NC ,3700064,    ,1,1,Mecklenburg County,7-Independent Charter District,21-Suburb: Large,Kindergarten,12th Grade,2103,121.56,17.3
LAKE OF THE WOODS SCHOOL DISTRICT,Minnesota,MN ,2717570,    ,2,2,Lake of the Woods County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,490,37.68,13
LAKE ORION COMMUNITY SCHOOLS,Michigan,MI ,2620730,    ,13,13,Oakland County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,7244,419.93,17.25
LAKE OSWEGO SD 7J,Oregon,OR ,4107230,    ,11,11,Clackamas County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,7106,374.35,18.98
LAKE PARK AUDUBON SCHOOL DISTRICT,Minnesota,MN ,2700162,    ,2,2,Becker County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,732,48.52,15.09
LAKE PARK CHSD 108,Illinois,IL ,1721840,    ,1,1,DuPage County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,8th Grade,12th Grade,2499,152.64,16.37
LAKE PEND OREILLE SCHOOL DISTRICT,Idaho,ID ,1600002,    ,13,13,Bonner County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,3654,224.29,16.29
LAKE PLACID CENTRAL SCHOOL DISTRICT,New York,NY ,3616500,    ,2,2,Essex County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,608,74,8.22
LAKE PLEASANT CENTRAL SCHOOL DISTRICT,New York,NY ,3616530,    ,1,1,Hamilton County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,8th Grade,74,16.01,4.62
LAKE PRESTON SCHOOL DISTRICT 38-3,South Dakota,SD ,4639990,    ,3,3,Kingsbury County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,193,22.3,8.65
LAKE QUINAULT SCHOOL DISTRICT,Washington,WA ,5307050,    ,1,1,Grays Harbor County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,213,14.72,14.47
LAKE REGION SPECIAL ED UNIT,North Dakota,ND ,3880280,    ,0,†,Ramsey County,4-Regional Education Service Agency (RESA),33-Town: Remote,†,†,0,0,†
LAKE REGION UHSD #24,Vermont,VT ,5005050,34,1,1,Orleans County,2-Local school district that is a component of a supervisory union,42-Rural: Distant,9th Grade,12th Grade,366,32,11.44
LAKE REGION UNION ELEMENTARY MIDDLE SCHOOL DISTRICT,VERMONT,VT ,5000436,34,6,6,Orleans County,2-Local school district that is a component of a supervisory union,43-Rural: Remote,Prekindergarten,8th Grade,780,62.45,12.49
LAKE RIDGE NEW TECH SCHOOLS,Indiana,IN ,1805460,    ,3,3,Lake County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,1716,93.21,18.41
LAKE ROE,Illinois,IL ,1700193,    ,3,3,Lake County,9-Specialized public school district,21-Suburb: Large,6th Grade,12th Grade,21,0,†
LAKE SHORE PUBLIC SCHOOLS (MACOMB),Michigan,MI ,2632670,    ,6,6,Macomb County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,3467,185.32,18.71
LAKE STATION COMMUNITY SCHOOLS,Indiana,IN ,1802910,    ,3,3,Lake County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,1239,68.49,18.09
LAKE STEVENS SCHOOL DISTRICT,Washington,WA ,5304200,    ,15,15,Snohomish County,1-Regular local school district that is NOT a component of a supervisory union,22-Suburb: Mid-size,Prekindergarten,12th Grade,9606,472.29,20.34
LAKE SUPERIOR ACADEMY,MICHIGAN,MI ,2601093,    ,1,1,Chippewa County,7-Independent Charter District,42-Rural: Distant,Kindergarten,5th Grade,73,3,24.33
LAKE SUPERIOR PUBLIC SCHOOL DIST.,Minnesota,MN ,2740740,    ,5,5,Lake County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,1389,96.33,14.42
LAKE TAHOE UNIFIED,California,CA ,620640,    ,8,8,El Dorado County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Kindergarten,12th Grade,3905,0,†
LAKE TRAVIS ISD,Texas,TX ,4826470,    ,10,12,Travis County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,11085,630.43,17.58
LAKE VIEW CHARTER DISTRICT,CALIFORNIA,CA ,602520,    ,1,1,Glenn County,7-Independent Charter District,41-Rural: Fringe,Kindergarten,12th Grade,417,0,†
LAKE VIEW PLT. PUBLIC SCHOOLS,Maine,ME ,2300059,    ,0,†,Piscataquis County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Kindergarten,12th Grade,0,0,†
LAKE VILLA CCSD 41,Illinois,IL ,1721870,    ,4,4,Lake County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,8th Grade,2518,157,16.04
LAKE WALES CHARTER SCHOOLS,Florida,FL ,1200080,    ,0,†,Polk County,7-Independent Charter District,22-Suburb: Mid-size,Prekindergarten,12th Grade,4727,250,18.91
LAKE WASHINGTON INSTITUTE OF TECHNOLOGY,Washington,WA ,5300313,    ,2,2,King County,8-Other education agencies,21-Suburb: Large,11th Grade,12th Grade,812,0,†
LAKE WASHINGTON SCHOOL DISTRICT,Washington,WA ,5304230,    ,56,56,King County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,31851,1728.32,18.43
LAKE WORTH ISD,Texas,TX ,4826490,    ,7,8,Tarrant County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,3594,250.07,14.37
LAKE ZURICH CUSD 95,Illinois,IL ,1721900,    ,8,8,Lake County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,5565,403.81,13.78
LAKE-LEHMAN SD,Pennsylvania,PA ,4213020,    ,4,4,Luzerne County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,12th Grade,1720,123,13.98
LAKEHURST SCHOOL DISTRICT,New Jersey,NJ ,3408160,    ,1,1,Ocean County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,8th Grade,389,37.21,10.45
LAKELAND,TENNESSEE,TN ,4700154,    ,2,2,Shelby County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,8th Grade,1872,115.2,16.25
LAKELAND ACADEMY COMMUNITY SCHOOL,Ohio,OH ,3901363,    ,1,1,Harrison County,7-Independent Charter District,42-Rural: Distant,Kindergarten,12th Grade,68,6,11.33
LAKELAND CENTRAL SCHOOL DISTRICT,New York,NY ,3616620,    ,8,8,Westchester County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,5625,474.5,11.85
LAKELAND DISTRICT,Idaho,ID ,1601800,    ,11,11,Kootenai County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,4533,252.17,17.98
LAKELAND R-III,Missouri,MO ,2910520,    ,2,2,St. Clair County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,430,35.47,12.12
LAKELAND REGIONAL HIGH SCHOOL DISTRICT,New Jersey,NJ ,3408190,    ,1,1,Passaic County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,9th Grade,12th Grade,972,84.7,11.48
LAKELAND SCHOOL CORPORATION,Indiana,IN ,1805520,    ,5,5,LaGrange County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1705,109.33,15.59
LAKELAND SD,Pennsylvania,PA ,4213050,    ,3,3,Lackawanna County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,12th Grade,1414,101,14
LAKELAND UHS SCHOOL DISTRICT,Wisconsin,WI ,5509630,    ,2,2,Oneida County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,9th Grade,12th Grade,737,55.58,13.26
LAKEPORT UNIFIED,California,CA ,620670,    ,6,6,Lake County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Kindergarten,12th Grade,1444,0,†
LAKES INTERNATIONAL LANGUAGE ACADEM,Minnesota,MN ,2700358,    ,3,3,Washington County,7-Independent Charter District,31-Town: Fringe,Kindergarten,12th Grade,1203,78.7,15.29
LAKESHORE INTERGENERATIONAL SCHOOL,OHIO,OH ,3901564,    ,1,1,Cuyahoga County,7-Independent Charter District,11-City: Large,Kindergarten,7th Grade,234,18,13
LAKESHORE SCHOOL DISTRICT (BERRIEN),Michigan,MI ,2620820,    ,5,5,Berrien County,1-Regular local school district that is NOT a component of a supervisory union,23-Suburb: Small,Prekindergarten,12th Grade,2796,154.88,18.05
LAKESIDE CHARTER ACAD  FKA THUNDERBIRD,North Carolina,NC ,3700371,    ,1,1,Mecklenburg County,7-Independent Charter District,21-Suburb: Large,Kindergarten,8th Grade,158,13.38,11.81
LAKESIDE CHARTER SCHOOL - ALBION,MICHIGAN,MI ,2601126,    ,1,1,Calhoun County,7-Independent Charter District,41-Rural: Fringe,4th Grade,12th Grade,149,6.5,22.92
LAKESIDE CHARTER SCHOOL - KALAMAZOO,Michigan,MI ,2601063,    ,1,1,Kalamazoo County,7-Independent Charter District,13-City: Small,4th Grade,12th Grade,122,10.75,11.35
LAKESIDE JOINT,California,CA ,620700,    ,1,1,Santa Clara County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,5th Grade,74,0,†
LAKESIDE SCHOOL,Oklahoma,OK ,4000063,    ,1,1,Greer County,8-Other education agencies,42-Rural: Distant,10th Grade,12th Grade,69,0,†
LAKESIDE SCHOOL DISTRICT,Arkansas,AR ,508670,    ,4,4,Garland County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,3570,230.54,15.49
LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),Arkansas,AR ,508640,    ,4,4,Chicot County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,1002,89.66,11.18
LAKESIDE UNION,California,CA ,620730,    ,2,2,Kern County,1-Regular local school district that is NOT a component of a supervisory union,11-City: Large,Kindergarten,8th Grade,1450,0,†
LAKESIDE UNION ELEMENTARY,California,CA ,620760,    ,1,1,Kings County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,8th Grade,326,0,†
LAKESIDE UNION ELEMENTARY,California,CA ,620790,    ,11,11,San Diego County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,4988,0,†
LAKEVIEW ACADEMY,Utah,UT ,4900043,    ,1,2,Utah County,7-Independent Charter District,21-Suburb: Large,Kindergarten,9th Grade,1024,47.3,21.65
LAKEVIEW COMMUNITY SCHOOLS,Nebraska,NE ,3100112,    ,4,4,Platte County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,896,63.14,14.19
LAKEVIEW COMMUNITY SCHOOLS (MONTCALM),Michigan,MI ,2620910,    ,3,3,Montcalm County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1089,63.6,17.12
LAKEVIEW LOCAL,Ohio,OH ,3905018,    ,3,3,Trumbull County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,1646,85.76,19.19
LAKEVIEW PUBLIC SCHOOLS (MACOMB),Michigan,MI ,2620880,    ,7,7,Macomb County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,4383,214.76,20.41
LAKEVIEW SCH. DISTRICT (CALHOUN),Michigan,MI ,2620850,    ,7,7,Calhoun County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,4096,217.78,18.81
LAKEVIEW SCHOOL DISTRICT,Minnesota,MN ,2700088,    ,2,2,Lyon County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,652,45.56,14.31
LAKEVIEW SD,Pennsylvania,PA ,4213080,    ,3,3,Mercer County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,12th Grade,946,87.05,10.87
LAKEVILLE COMMUNITY SCHOOL DISTRICT,Michigan,MI ,2620940,    ,3,3,Genesee County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1147,55.7,20.59
LAKEVILLE PUBLIC SCHOOL DISTRICT,Minnesota,MN ,2717780,    ,16,16,Dakota County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,11444,607.82,18.83
LAKEVILLE PUBLIC SCHOOLS,Maine,ME ,2307200,    ,0,†,Penobscot County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Kindergarten,12th Grade,2,0,†
LAKEWOOD CITY,Ohio,OH ,3904419,    ,10,10,Cuyahoga County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,4814,299.05,16.1
LAKEWOOD LOCAL,Ohio,OH ,3904799,    ,4,4,Licking County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,1818,116.62,15.59
LAKEWOOD PUBLIC SCHOOLS,Michigan,MI ,2620980,    ,4,4,Barry County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1802,94.18,19.13
LAKEWOOD SCHOOL DISTRICT,Washington,WA ,5304260,    ,5,5,Snohomish County,1-Regular local school district that is NOT a component of a supervisory union,22-Suburb: Mid-size,Prekindergarten,12th Grade,2614,136.26,19.18
LAKEWOOD TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ ,3408220,    ,8,8,Ocean County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,6007,523,11.49
LAKIN,Kansas,KS ,2008280,    ,3,3,Kearny County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,719,52.5,13.7
LAKOTA 66,North Dakota,ND ,3810600,    ,2,2,Nelson County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,171,22.45,7.62
LAKOTA LOCAL,Ohio,OH ,3904611,    ,20,20,Butler County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,16475,683.18,24.12
LAKOTA LOCAL,Ohio,OH ,3904956,    ,3,3,Sandusky County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,12th Grade,1036,54.15,19.13
LAMAR CISD,Texas,TX ,4826580,    ,40,43,Fort Bend County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,35156,2130.23,16.5
LAMAR COUNTY,Alabama,AL ,101950,    ,5,5,Lamar County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,2292,133,17.23
LAMAR COUNTY,Georgia,GA ,1303210,    ,4,4,Lamar County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,2687,172.4,15.59
LAMAR COUNTY SCHOOL DISTRICT,Mississippi,MS ,2802400,    ,19,19,Lamar County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,10718,717.08,14.95
LAMAR R-I,Missouri,MO ,2917850,    ,6,6,Barton County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1267,102.93,12.31
LAMAR SCHOOL DISTRICT,Arkansas,AR ,508700,    ,3,3,Johnson County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1396,114.12,12.23
LAMAR SCHOOL DISTRICT NO. RE-2,Colorado,CO ,805220,    ,6,6,Prowers County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,1588,105.19,15.1
LAMBERT ELEM,Montana,MT ,3015990,    ,2,2,Richland County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,8th Grade,93,10.43,8.92
LAMBERT H S,Montana,MT ,3016020,    ,1,1,Richland County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,9th Grade,12th Grade,34,6.39,5.32
LAME DEER ELEM,Montana,MT ,3016050,    ,2,2,Rosebud County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,8th Grade,406,29.77,13.64
LAME DEER H S,Montana,MT ,3000095,    ,1,1,Rosebud County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,9th Grade,12th Grade,132,9.08,14.54
LAMESA ISD,Texas,TX ,4826610,    ,1,1,Dawson County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,1803,116.85,15.43
LAMMERSVILLE JOINT UNIFIED,California,CA ,601410,    ,7,7,San Joaquin County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,12th Grade,5919,0,†
LAMOILLE NORTH MODIFIED USD #058A,VERMONT,VT ,5000401,25,4,4,Lamoille County,2-Local school district that is a component of a supervisory union,42-Rural: Distant,Prekindergarten,6th Grade,737,61.9,11.91
LAMOILLE NORTH MODIFIED USD #058B,VERMONT,VT ,5000397,25,3,3,Lamoille County,2-Local school district that is a component of a supervisory union,42-Rural: Distant,7th Grade,12th Grade,755,80.75,9.35
LAMOILLE NORTH SUPERVISORY UNION,Vermont,VT ,5099925,25,0,†,Lamoille County,3-Supervisory union administrative center (or county superintendent's office serving the same purpose),42-Rural: Distant,†,†,†,28.4,–
LAMOILLE SOUTH SUPERVISORY UNION,Vermont,VT ,5099926,26,0,†,Lamoille County,3-Supervisory union administrative center (or county superintendent's office serving the same purpose),42-Rural: Distant,†,†,†,2.8,–
LAMOILLE SOUTH UNIFIED UNION SCHOOL DISTRICT #90,VERMONT,VT ,5000448,26,6,6,Lamoille County,2-Local school district that is a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1716,116.57,14.72
LAMOINE PUBLIC SCHOOLS,Maine,ME ,2307250,    ,1,1,Hancock County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,12th Grade,122,11,11.09
LAMONI COMM SCHOOL DISTRICT,Iowa,IA ,1916320,    ,3,3,Decatur County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,337,30.63,11
LAMONT ELEMENTARY,California,CA ,620850,    ,4,4,Kern County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,8th Grade,2951,0,†
LAMONT SCHOOL DISTRICT,Washington,WA ,5304290,    ,1,1,Whitman County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,5th Grade,8th Grade,40,3.53,11.33
LAMOTTE ELEM,Montana,MT ,3016110,    ,2,2,Gallatin County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,8th Grade,67,6.07,11.04
LAMOURE 8,North Dakota,ND ,3810740,    ,3,3,LaMoure County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,285,28.5,10
LAMPASAS ISD,Texas,TX ,4826640,    ,5,5,Lampasas County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,3421,231.31,14.79
LAMPETER-STRASBURG SD,Pennsylvania,PA ,4213110,    ,4,4,Lancaster County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,3047,193.32,15.76
