CLACKAMAS ESD,Oregon,OR ,4180505,    ,0,†,Clackamas County,4-Regional Education Service Agency (RESA),21-Suburb: Large,Prekindergarten,12th Grade,0,32.52,0
CLAIBORNE CO SCHOOL DIST,Mississippi,MS ,2801020,    ,4,4,Claiborne County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,1374,81.45,16.87
CLAIBORNE COUNTY,Tennessee,TN ,4700630,    ,13,13,Claiborne County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,4137,295.1,14.02
CLAIBORNE PARISH,Louisiana,LA ,2200450,    ,6,6,Claiborne Parish,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,1643,87.71,18.73
CLAIRTON CITY SD,Pennsylvania,PA ,4206030,    ,2,2,Allegheny County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,745,63.96,11.65
CLANCY ELEM,Montana,MT ,3006840,    ,2,2,Jefferson County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,8th Grade,340,22.9,14.85
CLARA B. FORD ACADEMY (SDA),Michigan,MI ,2600947,    ,1,1,Wayne County,7-Independent Charter District,21-Suburb: Large,5th Grade,12th Grade,127,13.2,9.62
CLARE PUBLIC SCHOOLS,Michigan,MI ,2609750,    ,4,4,Clare County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Kindergarten,12th Grade,1639,89.98,18.22
CLARE-GLADWIN REGIONAL EDUCATION SERVICE DISTRICT,Michigan,MI ,2680300,    ,1,1,Clare County,4-Regional Education Service Agency (RESA),42-Rural: Distant,Prekindergarten,12th Grade,361,29.5,12.24
CLAREMONT SAU OFFICE,New Hampshire,NH ,3399906,6,0,†,Sullivan County,3-Supervisory union administrative center (or county superintendent's office serving the same purpose),33-Town: Remote,†,†,†,†,†
CLAREMONT SCHOOL DISTRICT,New Hampshire,NH ,3302340,6,6,6,Sullivan County,2-Local school district that is a component of a supervisory union,33-Town: Remote,Prekindergarten,13th Grade,1768,134,13.19
CLAREMONT UNIFIED,California,CA ,608760,    ,12,12,Los Angeles County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,6868,0,†
CLAREMORE,Oklahoma,OK ,4007740,    ,6,6,Rogers County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,3746,241.72,15.5
CLARENCE CENTRAL SCHOOL DISTRICT,New York,NY ,3607590,    ,6,6,Erie County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,4280,321.56,13.31
CLARENCEVILLE SCHOOL DISTRICT,Michigan,MI ,2609840,    ,4,4,Wayne County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,1872,107.2,17.46
CLARENDON 01,South Carolina,SC ,4501740,    ,4,4,Clarendon County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,696,51.1,13.62
CLARENDON 02,South Carolina,SC ,4501770,    ,6,6,Clarendon County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,2886,181,15.94
CLARENDON 03,South Carolina,SC ,4501800,    ,2,2,Clarendon County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1296,82.8,15.65
CLARENDON 04,SOUTH CAROLINA,SC ,4503913,    ,0,†,Clarendon County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,–,–,†,†,†
CLARENDON 80,South Carolina,SC ,4501600,    ,1,1,Clarendon County,9-Specialized public school district,41-Rural: Fringe,9th Grade,12th Grade,0,9,0
CLARENDON ISD,Texas,TX ,4814160,    ,3,3,Donley County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,453,45.79,9.89
CLARENDON SCHOOL DISTRICT,Arkansas,AR ,504350,    ,2,2,Monroe County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,434,46.75,9.28
CLARINDA COMM SCHOOL DISTRICT,Iowa,IA ,1907350,    ,4,4,Page County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,1185,81.89,14.47
CLARION AREA SD,Pennsylvania,PA ,4206060,    ,2,2,Clarion County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Kindergarten,12th Grade,730,58.19,12.55
CLARION COUNTY CAREER CENTER,Pennsylvania,PA ,4280150,    ,1,1,Clarion County,9-Specialized public school district,41-Rural: Fringe,9th Grade,12th Grade,0,11,0
CLARION-GOLDFIELD-DOWS COMM SCHOOL DISTRICT,Iowa,IA ,1907380,    ,3,3,Wright County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,1020,67.06,15.21
CLARION-LIMESTONE AREA SD,Pennsylvania,PA ,4206090,    ,2,2,Clarion County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,832,69,12.06
CLARK CO. R-I,Missouri,MO ,2916380,    ,5,5,Clark County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,1118,84.15,13.29
CLARK COUNTY,Kentucky,KY ,2101200,    ,9,9,Clark County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,5633,354.33,15.9
CLARK COUNTY DISTRICT,Idaho,ID ,1600750,    ,2,2,Clark County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,121,16.07,7.53
CLARK COUNTY ESC,Ohio,OH ,3904622,    ,0,†,Clark County,4-Regional Education Service Agency (RESA),13-City: Small,Prekindergarten,Prekindergarten,0,23.5,0
CLARK COUNTY SCHOOL DISTRICT,Nevada,NV ,3200060,    ,374,384,Clark County,1-Regular local school district that is NOT a component of a supervisory union,11-City: Large,Prekindergarten,12th Grade,328991,16490,19.95
CLARK SCHOOL DISTRICT 12-2,South Dakota,SD ,4612940,    ,6,6,Clark County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,440,34.46,12.77
CLARK TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,NJ ,3403150,    ,5,5,Union County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,2299,184.67,12.45
CLARK-PLEASANT COMMUNITY SCH CORP,Indiana,IN ,1801890,    ,8,8,Johnson County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,6979,0,†
CLARK-SHAWNEE LOCAL,Ohio,OH ,3904628,    ,5,5,Clark County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,1761,99.04,17.78
CLARKDALE-JEROME ELEMENTARY DISTRICT (4486),Arizona,AZ ,400004,    ,1,1,Yavapai County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,8th Grade,485,23,21.09
CLARKE CO PBLC SCHS,Virginia,VA ,5100870,    ,4,4,Clarke County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,1924,141.22,13.62
CLARKE COMM SCHOOL DISTRICT,Iowa,IA ,1907410,    ,3,3,Clarke County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1372,108.97,12.59
CLARKE COUNTY,Georgia,GA ,1301170,    ,21,21,Clarke County,1-Regular local school district that is NOT a component of a supervisory union,12-City: Mid-size,Prekindergarten,12th Grade,13298,1159,11.47
CLARKE COUNTY,Alabama,AL ,100720,    ,7,7,Clarke County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,2362,150.1,15.74
CLARKFIELD CHARTER SCHOOL,Minnesota,MN ,2700290,    ,1,1,Yellow Medicine County,7-Independent Charter District,43-Rural: Remote,Kindergarten,6th Grade,54,6.02,8.97
CLARKSBURG,Massachusetts,MA ,2503720,    ,1,1,Berkshire County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Kindergarten,8th Grade,197,14.3,13.78
CLARKSBURG C-2,Missouri,MO ,2909090,    ,1,1,Moniteau County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,8th Grade,61,10,6.1
CLARKSDALE COLLEGIATE DISTRICT,MISSISSIPPI,MS ,2800194,    ,1,1,Coahoma County,7-Independent Charter District,33-Town: Remote,Kindergarten,3rd Grade,247,13.2,18.71
CLARKSDALE MUNICIPAL SCHOOL DIST,Mississippi,MS ,2801050,    ,9,9,Coahoma County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,2294,168.68,13.6
CLARKSON PUBLIC SCHOOLS,Nebraska,NE ,3105160,    ,2,2,Colfax County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,220,23.38,9.41
CLARKSTON COMMUNITY SCHOOL DISTRICT,Michigan,MI ,2609900,    ,13,13,Oakland County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,7598,435.75,17.44
CLARKSTON SCHOOL DISTRICT,Washington,WA ,5301320,    ,9,9,Asotin County,1-Regular local school district that is NOT a component of a supervisory union,23-Suburb: Small,Prekindergarten,12th Grade,2711,146.59,18.49
CLARKSTOWN CENTRAL SCHOOL DISTRICT,New York,NY ,3620340,    ,16,16,Rockland County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,7909,746.44,10.6
CLARKSVILLE CHARTER DISTRICT,CALIFORNIA,CA ,601975,    ,1,1,El Dorado County,7-Independent Charter District,41-Rural: Fringe,Kindergarten,12th Grade,1167,0,†
CLARKSVILLE COMM SCHOOL DISTRICT,Iowa,IA ,1907440,    ,2,2,Butler County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,320,26.19,12.22
CLARKSVILLE COMMUNITY SCHOOL CORP,Indiana,IN ,1801920,    ,3,3,Clark County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,1364,85.01,16.05
CLARKSVILLE ISD,Texas,TX ,4814190,    ,2,2,Red River County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,530,40.71,13.02
CLARKSVILLE SCHOOL DISTRICT,Arkansas,AR ,504380,    ,5,5,Johnson County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Kindergarten,12th Grade,2539,177.43,14.31
CLARKSVILLE SCHOOL DISTRICT,New Hampshire,NH ,3302370,7,0,†,Coos County,2-Local school district that is a component of a supervisory union,43-Rural: Remote,†,†,†,†,†
CLARKTON C-4,Missouri,MO ,2909120,    ,2,2,Dunklin County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,357,25.12,14.21
CLASSICAL ACADEMY CHARTER SCHOOL OF CLIFTON,New Jersey,NJ ,3400052,    ,1,1,Passaic County,7-Independent Charter District,21-Suburb: Large,6th Grade,8th Grade,167,13.5,12.37
CLASSICAL ACADEMY DISTRICT,CALIFORNIA,CA ,601560,    ,1,1,San Diego County,7-Independent Charter District,21-Suburb: Large,Kindergarten,8th Grade,1355,0,†
CLASSICAL ACADEMY HIGH DISTRICT,CALIFORNIA,CA ,601763,    ,1,1,San Diego County,7-Independent Charter District,21-Suburb: Large,9th Grade,12th Grade,1271,0,†
CLASSICAL ACADEMY VISTA DISTRICT,CALIFORNIA,CA ,601473,    ,1,1,San Diego County,7-Independent Charter District,21-Suburb: Large,Kindergarten,8th Grade,507,0,†
CLATSKANIE SD 6J,Oregon,OR ,4103260,    ,2,2,Columbia County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,724,36.53,19.82
CLAUDE ISD,Texas,TX ,4814250,    ,1,1,Armstrong County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,331,30.19,10.96
CLAWSON PUBLIC SCHOOLS,Michigan,MI ,2609930,    ,4,4,Oakland County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,1469,93.25,15.75
CLAY,Florida,FL ,1200300,    ,52,52,Clay County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,38698,2548.37,15.19
CLAY AVENUE COMMUNITY SCHOOL,Ohio,OH ,3901296,    ,1,1,Lucas County,7-Independent Charter District,11-City: Large,Kindergarten,8th Grade,446,23,19.39
CLAY CENTER,Kansas,KS ,2004890,    ,6,6,Clay County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1330,114.9,11.58
CLAY CENTRAL-EVERLY COMM SCHOOL DISTRICT,Iowa,IA ,1907470,    ,1,1,Clay County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,83,10.73,7.74
CLAY CITY CUSD 10,Illinois,IL ,1710340,    ,3,3,Clay County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,328,25.86,12.68
CLAY COMMUNITY SCHOOLS,Indiana,IN ,1800840,    ,10,10,Clay County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,4141,260.08,15.92
CLAY COUNTY,Georgia,GA ,1301200,    ,2,2,Clay County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,8th Grade,223,20.2,11.04
CLAY COUNTY,Alabama,AL ,100750,    ,4,4,Clay County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1840,104.62,17.59
CLAY COUNTY,Kentucky,KY ,2101230,    ,10,10,Clay County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,3235,231.63,13.97
CLAY COUNTY,Tennessee,TN ,4700660,    ,4,4,Clay County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,1104,66.2,16.68
CLAY COUNTY SCHOOLS,West Virginia,WV ,5400240,    ,6,6,Clay County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1813,129.3,14.02
CLAY COUNTY SCHOOLS,North Carolina,NC ,3700870,    ,3,4,Clay County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,1344,100.01,13.44
CLAY JOINT ELEMENTARY,California,CA ,608850,    ,1,1,Fresno County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,8th Grade,246,0,†
CLAY LOCAL,Ohio,OH ,3910026,    ,3,3,Scioto County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,659,50.3,13.1
CLAY/CWFORD/JSPER/LWRNCE/RHLAND,Illinois,IL ,1700173,    ,2,2,Richland County,9-Specialized public school district,42-Rural: Distant,6th Grade,12th Grade,46,4,11.5
CLAY/JASPER/RICHLAND/N WAYNE RDS,Illinois,IL ,1700244,    ,0,†,Clay County,4-Regional Education Service Agency (RESA),33-Town: Remote,–,–,†,†,†
CLAYMONT CITY,Ohio,OH ,3904377,    ,6,6,Tuscarawas County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1794,120.1,14.94
CLAYSBURG-KIMMEL SD,Pennsylvania,PA ,4206120,    ,2,2,Blair County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,12th Grade,818,58,14.1
CLAYTON,Oklahoma,OK ,4007800,    ,2,2,Pushmataha County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,295,20.97,14.07
CLAYTON,Missouri,MO ,2909720,    ,6,6,St. Louis County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,2609,237.66,10.98
CLAYTON COUNTY,Georgia,GA ,1301230,    ,66,66,Clayton County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,54424,3151.5,17.27
CLAYTON MUNICIPAL SCHOOLS,New Mexico,NM ,3500510,    ,4,4,Union County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,439,40.87,10.74
CLAYTON PUBLIC SCHOOL DISTRICT,New Jersey,NJ ,3403180,    ,3,3,Gloucester County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,1505,118,12.75
CLAYTON RIDGE COMM SCHOOL DISTRICT,Iowa,IA ,1913350,    ,4,4,Clayton County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1132,42.94,26.36
CLAYTON SCHOOL DISTRICT,Wisconsin,WI ,5502580,    ,3,3,Polk County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,327,28.75,11.37
CLAYTON VALLEY CHARTER HIGH DISTRICT,CALIFORNIA,CA ,602342,    ,1,1,Contra Costa County,7-Independent Charter District,21-Suburb: Large,9th Grade,12th Grade,2234,0,†
CLE ELUM-ROSLYN SCHOOL DISTRICT,Washington,WA ,5301350,    ,4,4,Kittitas County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,943,52.97,17.8
CLEAR CREEK AMANA COMM SCHOOL DISTRICT,Iowa,IA ,1907590,    ,7,7,Johnson County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,2750,214.64,12.81
CLEAR CREEK ELEMENTARY,California,CA ,608880,    ,1,1,Nevada County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,8th Grade,181,0,†
CLEAR CREEK ISD,Texas,TX ,4814280,    ,47,48,Galveston County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,42388,2516.75,16.84
CLEAR CREEK SCHOOL DISTRICT NO. RE-1,Colorado,CO ,803000,    ,5,5,Clear Creek County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,717,59.07,12.14
CLEAR FORK VALLEY LOCAL,Ohio,OH ,3904941,    ,5,5,Richland County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1651,101.62,16.25
CLEAR LAKE COMM SCHOOL DISTRICT,Iowa,IA ,1907620,    ,3,3,Cerro Gordo County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,1477,92.43,15.98
CLEAR LAKE SCHOOL DISTRICT,Wisconsin,WI ,5502610,    ,3,3,Polk County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,601,45.3,13.27
CLEAR PASSAGE EDUCATIONAL CENTER DISTRICT,CALIFORNIA,CA ,601593,    ,1,1,Los Angeles County,7-Independent Charter District,11-City: Large,9th Grade,12th Grade,55,0,†
CLEARBROOK-GONVICK SCHOOL DISTRICT,Minnesota,MN ,2700103,    ,2,2,Clearwater County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,456,32.84,13.89
CLEARFIELD AREA SD,Pennsylvania,PA ,4206150,    ,2,2,Clearfield County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,12th Grade,2148,167.56,12.82
CLEARFIELD COUNTY CTC,Pennsylvania,PA ,4280160,    ,1,1,Clearfield County,9-Specialized public school district,41-Rural: Fringe,9th Grade,12th Grade,0,18,0
CLEARVIEW LOCAL,Ohio,OH ,3904813,    ,3,3,Lorain County,1-Regular local school district that is NOT a component of a supervisory union,22-Suburb: Mid-size,Kindergarten,12th Grade,1595,80,19.94
CLEARVIEW REGIONAL HIGH SCHOOL DISTRICT,New Jersey,NJ ,3403210,    ,2,2,Gloucester County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,7th Grade,12th Grade,2268,164.29,13.8
CLEARWATER,Kansas,KS ,2004920,    ,3,3,Sedgwick County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1191,82.4,14.45
CLEARWATER R-I,Missouri,MO ,2909750,    ,3,3,Wayne County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,955,71.25,13.4
CLEBURNE COUNTY,Alabama,AL ,100780,    ,9,9,Cleburne County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,2539,149.8,16.95
CLEBURNE ISD,Texas,TX ,4814310,    ,12,12,Johnson County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,6902,482.56,14.3
CLEMENTON ELEMENTARY SCHOOL DISTRICT,New Jersey,NJ ,3403240,    ,1,1,Camden County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,8th Grade,501,51.2,9.79
CLEORA,Oklahoma,OK ,4008010,    ,1,1,Delaware County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,8th Grade,132,16.87,7.82
CLERMONT COUNTY ESC,Ohio,OH ,3904629,    ,0,†,Clermont County,4-Regional Education Service Agency (RESA),41-Rural: Fringe,Prekindergarten,Prekindergarten,0,45,0
CLERMONT NORTHEASTERN LOCAL,Ohio,OH ,3904632,    ,4,4,Clermont County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,1391,73.4,18.95
CLEVELAND,Tennessee,TN ,4700690,    ,9,9,Bradley County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,5814,368.3,15.79
CLEVELAND,Oklahoma,OK ,4008040,    ,4,4,Pawnee County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1644,102.21,16.08
CLEVELAND ACADEMY FOR SCHOLARSHIP TECHNOLOGY AND LEADERSHIP,Ohio,OH ,3900286,    ,1,1,Cuyahoga County,7-Independent Charter District,11-City: Large,9th Grade,12th Grade,290,13.5,21.48
CLEVELAND ARTS AND SOCIAL SCIENCES ACADEMY,Ohio,OH ,3900584,    ,1,1,Cuyahoga County,7-Independent Charter District,11-City: Large,Kindergarten,8th Grade,315,20,15.75
CLEVELAND COLLEGE PREPARATORY SCHOOL,Ohio,OH ,3901397,    ,1,1,Cuyahoga County,7-Independent Charter District,11-City: Large,Kindergarten,8th Grade,277,12,23.08
CLEVELAND COUNTY COMMUNITY IN-SCHOOLS,North Carolina,NC ,3700174,    ,0,†,Cleveland County,8-Other education agencies,31-Town: Fringe,†,†,†,†,†
CLEVELAND COUNTY SCHOOL DIST.,Arkansas,AR ,500067,    ,3,3,Cleveland County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,840,73.85,11.37
CLEVELAND COUNTY SCHOOLS,North Carolina,NC ,3700900,    ,29,30,Cleveland County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,13th Grade,14584,963.93,15.13
CLEVELAND ELEM,Montana,MT ,3004050,    ,1,1,Blaine County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,8th Grade,3,1,3
CLEVELAND HEIGHTS-UNIVERSITY HEIGHTS CITY,Ohio,OH ,3904379,    ,10,10,Cuyahoga County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,5169,375.03,13.78
CLEVELAND HILL UNION FREE SCHOOL DISTRICT,New York,NY ,3607680,    ,3,3,Erie County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,1332,141.68,9.4
CLEVELAND ISD,Texas,TX ,4814370,    ,8,8,Liberty County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,7589,474.04,16.01
CLEVELAND MUNICIPAL,Ohio,OH ,3904378,    ,104,104,Cuyahoga County,1-Regular local school district that is NOT a component of a supervisory union,11-City: Large,Prekindergarten,12th Grade,37146,2449.41,15.17
CLEVELAND PREPARATORY ACADEMY,Ohio,OH ,3901496,    ,1,1,Cuyahoga County,7-Independent Charter District,11-City: Large,Kindergarten,8th Grade,101,5,20.2
CLEVELAND PUBLIC SCHOOL DISTRICT,Minnesota,MN ,2709330,    ,2,2,Le Sueur County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,514,35.76,14.37
CLEVELAND SCHOOL DIST,Mississippi,MS ,2800750,    ,9,9,Bolivar County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,3352,225.37,14.87
CLEVER R-V,Missouri,MO ,2909780,    ,2,2,Christian County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,1260,85,14.82
CLIFF PARK HIGH SCHOOL,Ohio,OH ,3900100,    ,1,1,Clark County,7-Independent Charter District,13-City: Small,9th Grade,12th Grade,191,7.45,25.64
CLIFFSIDE PARK SCHOOL DISTRICT,New Jersey,NJ ,3403270,    ,5,5,Bergen County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,3255,252.15,12.91
CLIFTON ISD,Texas,TX ,4814400,    ,3,3,Bosque County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1021,78.37,13.03
CLIFTON PUBLIC SCHOOL DISTRICT,New Jersey,NJ ,3403300,    ,18,18,Passaic County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,10740,850,12.64
CLIFTON-CLYDE,Kansas,KS ,2004950,    ,3,3,Cloud County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,333,34.9,9.54
CLIFTON-FINE CENTRAL SCHOOL DISTRICT,New York,NY ,3607710,    ,2,2,St. Lawrence County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,285,44.35,6.43
CLIMAX SPRINGS R-IV,Missouri,MO ,2909810,    ,2,2,Camden County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,194,19.62,9.89
CLIMAX-SCOTTS COMMUNITY SCHOOLS,Michigan,MI ,2610020,    ,3,3,Kalamazoo County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,496,37.1,13.37
CLIMAX-SHELLY PUBLIC SCHOOLS,Minnesota,MN ,2709360,    ,2,2,Polk County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,211,24.75,8.53
CLINCH COUNTY,Georgia,GA ,1301260,    ,3,3,Clinch County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,1336,86.3,15.48
CLINT ISD,Texas,TX ,4814430,    ,14,15,El Paso County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,11222,698.28,16.07
CLINTN/JEFFRSN/MARIN/WASHNGTN ROE,Illinois,IL ,1700174,    ,5,5,Jefferson County,9-Specialized public school district,32-Town: Distant,Prekindergarten,12th Grade,142,10.44,13.6
